Mod:Item:MetaData, Localized Name
tconstruct:pattern:0, Blank Pattern
tconstruct:pattern:0, Pan Pattern
tconstruct:pattern:0, Chestplate Core Pattern
tconstruct:pattern:0, Sharpening Kit Pattern
tconstruct:pattern:0, Sledge Hammer Head Pattern
tconstruct:pattern:0, Bowstring Pattern
tconstruct:pattern:0, Sign Plate Pattern
tconstruct:pattern:0, Excavator Head Pattern
tconstruct:pattern:0, Arrow Shaft Pattern
tconstruct:pattern:0, Helmet Core Pattern
tconstruct:pattern:0, Tool Rod Pattern
tconstruct:pattern:0, Broad Axe Head Pattern
tconstruct:pattern:0, Arrow Head Pattern
tconstruct:pattern:0, Battery Cell Pattern
tconstruct:pattern:0, Laser Medium Pattern
tconstruct:pattern:0, Tough Binding Pattern
tconstruct:pattern:0, Boots Core Pattern
tconstruct:pattern:0, Pickaxe Head Pattern
tconstruct:pattern:0, Wide Guard Pattern
tconstruct:pattern:0, Binding Pattern
tconstruct:pattern:0, Shovel Head Pattern
tconstruct:pattern:0, Tough Tool Rod Pattern
tconstruct:pattern:0, Polishing Kit Pattern
tconstruct:pattern:0, Axe Head Pattern
tconstruct:pattern:0, Cross Guard Pattern
tconstruct:pattern:0, Shard Pattern
tconstruct:pattern:0, Bowlimb Pattern
tconstruct:pattern:0, Fletching Pattern
tconstruct:pattern:0, Pipe Piece Pattern
tconstruct:pattern:0, Hand Guard Pattern
tconstruct:pattern:0, Armor Trim Pattern
tconstruct:pattern:0, Sword Blade Pattern
tconstruct:pattern:0, Hammer Head Pattern
tconstruct:pattern:0, Large Plate Pattern
tconstruct:pattern:0, Armor Plates Pattern
tconstruct:pattern:0, Leggings Core Pattern
tconstruct:pattern:0, Scythe Head Pattern
tconstruct:pattern:0, Large Sword Blade Pattern
tconstruct:pattern:0, Kama Head Pattern
tconstruct:pattern:0, Chisel Head Pattern
tconstruct:pattern:0, Knife Blade Pattern
tconstruct:shard:0, Electrical Shard
tconstruct:shard:0, Energetic Shard
tconstruct:shard:0, Vibrant Shard
tconstruct:shard:0, Red Shard
tconstruct:shard:0, Conductive Shard
tconstruct:shard:0, Pulsating Shard
tconstruct:shard:0, Dark Shard
tconstruct:shard:0, Souled Shard
tconstruct:shard:0, Shard of the End
tconstruct:shard:0, Fake-Iron Shard
tconstruct:shard:0, Wooden Shard
tconstruct:shard:0, Stone Shard
tconstruct:shard:0, Flint Shard
tconstruct:shard:0, Cactus Shard
tconstruct:shard:0, Bone Shard
tconstruct:shard:0, Obsidian Shard
tconstruct:shard:0, Prismarine Shard
tconstruct:shard:0, End Shard
tconstruct:shard:0, Paper Shard
tconstruct:shard:0, Sponge Shard
tconstruct:shard:0, Firewood Shard
tconstruct:shard:0, Iron Shard
tconstruct:shard:0, Pig Iron Shard
tconstruct:shard:0, Knightslime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Magma Slime Shard
tconstruct:shard:0, Netherrack Shard
tconstruct:shard:0, Cobalt Shard
tconstruct:shard:0, Ardite Shard
tconstruct:shard:0, Manyullyn Shard
tconstruct:shard:0, Copper Shard
tconstruct:shard:0, Bronze Shard
tconstruct:shard:0, Lead Shard
tconstruct:shard:0, Silver Shard
tconstruct:shard:0, Electrum Shard
tconstruct:shard:0, Steel Shard
tconstruct:shard:0, Treated Wood Shard
tconstruct:shard:0, Constantan Shard
tconstruct:shard:0, Alumite Shard
tconstruct:shard:0, Nickel Shard
tconstruct:shard:0, Invar Shard
tconstruct:shard:0, Iridium Shard
tconstruct:shard:0, Osmium Shard
tconstruct:shard:0, Refined Obsidian Shard
tconstruct:shard:0, Refined Glowstone Shard
tconstruct:shard:0, Osgloglas Shard
tconstruct:shard:0, Osmiridium Shard
tconstruct:shard:0, Lumium Shard
tconstruct:shard:0, Signalum Shard
tconstruct:shard:0, Platinum Shard
tconstruct:shard:0, Enderium Shard
tconstruct:shard:0, Psimetal Shard
tconstruct:shard:0, Psigem Shard
tconstruct:shard:0, Certus Quartz Shard
tconstruct:shard:0, Fluix Crystal Shard
tconstruct:shard:0, Tiberium Shard
tconstruct:shard:0, Aurorium Shard
tconstruct:shard:0, Prometheum Shard
tconstruct:shard:0, Duranite Shard
tconstruct:shard:0, Valyrium Shard
tconstruct:shard:0, Vibranium Shard
tconstruct:shard:0, Terrax Shard
tconstruct:shard:0, Palladium Shard
tconstruct:shard:0, Uru Shard
tconstruct:shard:0, Eezo Shard
tconstruct:shard:0, Basalt Shard
tconstruct:shard:0, Triberium Shard
tconstruct:shard:0, Fractum Shard
tconstruct:shard:0, Violium Shard
tconstruct:shard:0, Proxii Shard
tconstruct:shard:0, Tritonite Shard
tconstruct:shard:0, Ignitz Shard
tconstruct:shard:0, Imperomite Shard
tconstruct:shard:0, Solarium Shard
tconstruct:shard:0, Nihilite Shard
tconstruct:shard:0, Adamant Shard
tconstruct:shard:0, Dyonite Shard
tconstruct:shard:0, Nucleum Shard
tconstruct:shard:0, Lumix Shard
tconstruct:shard:0, Seismum Shard
tconstruct:shard:0, Astrium Shard
tconstruct:shard:0, Niob Shard
tconstruct:shard:0, Yrdeen Shard
tconstruct:shard:0, Meteorite Shard
tconstruct:shard:0, Obsidiorite Shard
tconstruct:shard:0, Emerald Shard
tconstruct:shard:0, Wyvern Shard
tconstruct:shard:0, Awakened Shard
tconstruct:shard:0, Chaotic Shard
tconstruct:shard:0, Slime Shard
tconstruct:sharpening_kit:0, Electrical Sharpening Kit
tconstruct:sharpening_kit:0, Energetic Sharpening Kit
tconstruct:sharpening_kit:0, Vibrant Sharpening Kit
tconstruct:sharpening_kit:0, Red Sharpening Kit
tconstruct:sharpening_kit:0, Conductive Sharpening Kit
tconstruct:sharpening_kit:0, Pulsating Sharpening Kit
tconstruct:sharpening_kit:0, Dark Sharpening Kit
tconstruct:sharpening_kit:0, Souled Sharpening Kit
tconstruct:sharpening_kit:0, Sharpening Kit of the End
tconstruct:sharpening_kit:0, Fake-Iron Sharpening Kit
tconstruct:sharpening_kit:0, Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Stone Sharpening Kit
tconstruct:sharpening_kit:0, Flint Sharpening Kit
tconstruct:sharpening_kit:0, Cactus Sharpening Kit
tconstruct:sharpening_kit:0, Bone Sharpening Kit
tconstruct:sharpening_kit:0, Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Prismarine Sharpening Kit
tconstruct:sharpening_kit:0, End Sharpening Kit
tconstruct:sharpening_kit:0, Paper Sharpening Kit
tconstruct:sharpening_kit:0, Sponge Sharpening Kit
tconstruct:sharpening_kit:0, Firewood Sharpening Kit
tconstruct:sharpening_kit:0, Iron Sharpening Kit
tconstruct:sharpening_kit:0, Pig Iron Sharpening Kit
tconstruct:sharpening_kit:0, Knightslime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Magma Slime Sharpening Kit
tconstruct:sharpening_kit:0, Netherrack Sharpening Kit
tconstruct:sharpening_kit:0, Cobalt Sharpening Kit
tconstruct:sharpening_kit:0, Ardite Sharpening Kit
tconstruct:sharpening_kit:0, Manyullyn Sharpening Kit
tconstruct:sharpening_kit:0, Copper Sharpening Kit
tconstruct:sharpening_kit:0, Bronze Sharpening Kit
tconstruct:sharpening_kit:0, Lead Sharpening Kit
tconstruct:sharpening_kit:0, Silver Sharpening Kit
tconstruct:sharpening_kit:0, Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Steel Sharpening Kit
tconstruct:sharpening_kit:0, Treated Wood Sharpening Kit
tconstruct:sharpening_kit:0, Constantan Sharpening Kit
tconstruct:sharpening_kit:0, Alumite Sharpening Kit
tconstruct:sharpening_kit:0, Nickel Sharpening Kit
tconstruct:sharpening_kit:0, Invar Sharpening Kit
tconstruct:sharpening_kit:0, Iridium Sharpening Kit
tconstruct:sharpening_kit:0, Osmium Sharpening Kit
tconstruct:sharpening_kit:0, Refined Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Refined Glowstone Sharpening Kit
tconstruct:sharpening_kit:0, Osgloglas Sharpening Kit
tconstruct:sharpening_kit:0, Osmiridium Sharpening Kit
tconstruct:sharpening_kit:0, Lumium Sharpening Kit
tconstruct:sharpening_kit:0, Signalum Sharpening Kit
tconstruct:sharpening_kit:0, Platinum Sharpening Kit
tconstruct:sharpening_kit:0, Enderium Sharpening Kit
tconstruct:sharpening_kit:0, Psimetal Sharpening Kit
tconstruct:sharpening_kit:0, Psigem Sharpening Kit
tconstruct:sharpening_kit:0, Certus Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Fluix Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Tiberium Sharpening Kit
tconstruct:sharpening_kit:0, Aurorium Sharpening Kit
tconstruct:sharpening_kit:0, Prometheum Sharpening Kit
tconstruct:sharpening_kit:0, Duranite Sharpening Kit
tconstruct:sharpening_kit:0, Valyrium Sharpening Kit
tconstruct:sharpening_kit:0, Vibranium Sharpening Kit
tconstruct:sharpening_kit:0, Terrax Sharpening Kit
tconstruct:sharpening_kit:0, Palladium Sharpening Kit
tconstruct:sharpening_kit:0, Uru Sharpening Kit
tconstruct:sharpening_kit:0, Eezo Sharpening Kit
tconstruct:sharpening_kit:0, Basalt Sharpening Kit
tconstruct:sharpening_kit:0, Triberium Sharpening Kit
tconstruct:sharpening_kit:0, Fractum Sharpening Kit
tconstruct:sharpening_kit:0, Violium Sharpening Kit
tconstruct:sharpening_kit:0, Proxii Sharpening Kit
tconstruct:sharpening_kit:0, Tritonite Sharpening Kit
tconstruct:sharpening_kit:0, Ignitz Sharpening Kit
tconstruct:sharpening_kit:0, Imperomite Sharpening Kit
tconstruct:sharpening_kit:0, Solarium Sharpening Kit
tconstruct:sharpening_kit:0, Nihilite Sharpening Kit
tconstruct:sharpening_kit:0, Adamant Sharpening Kit
tconstruct:sharpening_kit:0, Dyonite Sharpening Kit
tconstruct:sharpening_kit:0, Nucleum Sharpening Kit
tconstruct:sharpening_kit:0, Lumix Sharpening Kit
tconstruct:sharpening_kit:0, Seismum Sharpening Kit
tconstruct:sharpening_kit:0, Astrium Sharpening Kit
tconstruct:sharpening_kit:0, Niob Sharpening Kit
tconstruct:sharpening_kit:0, Yrdeen Sharpening Kit
tconstruct:sharpening_kit:0, Meteorite Sharpening Kit
tconstruct:sharpening_kit:0, Obsidiorite Sharpening Kit
tconstruct:sharpening_kit:0, Emerald Sharpening Kit
tconstruct:sharpening_kit:0, Wyvern Sharpening Kit
tconstruct:sharpening_kit:0, Awakened Sharpening Kit
tconstruct:sharpening_kit:0, Chaotic Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:pick_head:0, Electrical Pickaxe Head
tconstruct:pick_head:0, Energetic Pickaxe Head
tconstruct:pick_head:0, Vibrant Pickaxe Head
tconstruct:pick_head:0, Red Pickaxe Head
tconstruct:pick_head:0, Conductive Pickaxe Head
tconstruct:pick_head:0, Pulsating Pickaxe Head
tconstruct:pick_head:0, Dark Pickaxe Head
tconstruct:pick_head:0, Souled Pickaxe Head
tconstruct:pick_head:0, Pickaxe Head of the End
tconstruct:pick_head:0, Fake-Iron Pickaxe Head
tconstruct:pick_head:0, Wooden Pickaxe Head
tconstruct:pick_head:0, Stone Pickaxe Head
tconstruct:pick_head:0, Flint Pickaxe Head
tconstruct:pick_head:0, Cactus Pickaxe Head
tconstruct:pick_head:0, Bone Pickaxe Head
tconstruct:pick_head:0, Obsidian Pickaxe Head
tconstruct:pick_head:0, Prismarine Pickaxe Head
tconstruct:pick_head:0, End Pickaxe Head
tconstruct:pick_head:0, Paper Pickaxe Head
tconstruct:pick_head:0, Sponge Pickaxe Head
tconstruct:pick_head:0, Firewood Pickaxe Head
tconstruct:pick_head:0, Iron Pickaxe Head
tconstruct:pick_head:0, Pig Iron Pickaxe Head
tconstruct:pick_head:0, Knightslime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Magma Slime Pickaxe Head
tconstruct:pick_head:0, Netherrack Pickaxe Head
tconstruct:pick_head:0, Cobalt Pickaxe Head
tconstruct:pick_head:0, Ardite Pickaxe Head
tconstruct:pick_head:0, Manyullyn Pickaxe Head
tconstruct:pick_head:0, Copper Pickaxe Head
tconstruct:pick_head:0, Bronze Pickaxe Head
tconstruct:pick_head:0, Lead Pickaxe Head
tconstruct:pick_head:0, Silver Pickaxe Head
tconstruct:pick_head:0, Electrum Pickaxe Head
tconstruct:pick_head:0, Steel Pickaxe Head
tconstruct:pick_head:0, Treated Wood Pickaxe Head
tconstruct:pick_head:0, Constantan Pickaxe Head
tconstruct:pick_head:0, Alumite Pickaxe Head
tconstruct:pick_head:0, Nickel Pickaxe Head
tconstruct:pick_head:0, Invar Pickaxe Head
tconstruct:pick_head:0, Iridium Pickaxe Head
tconstruct:pick_head:0, Osmium Pickaxe Head
tconstruct:pick_head:0, Refined Obsidian Pickaxe Head
tconstruct:pick_head:0, Refined Glowstone Pickaxe Head
tconstruct:pick_head:0, Osgloglas Pickaxe Head
tconstruct:pick_head:0, Osmiridium Pickaxe Head
tconstruct:pick_head:0, Lumium Pickaxe Head
tconstruct:pick_head:0, Signalum Pickaxe Head
tconstruct:pick_head:0, Platinum Pickaxe Head
tconstruct:pick_head:0, Enderium Pickaxe Head
tconstruct:pick_head:0, Psimetal Pickaxe Head
tconstruct:pick_head:0, Psigem Pickaxe Head
tconstruct:pick_head:0, Certus Quartz Pickaxe Head
tconstruct:pick_head:0, Fluix Crystal Pickaxe Head
tconstruct:pick_head:0, Tiberium Pickaxe Head
tconstruct:pick_head:0, Aurorium Pickaxe Head
tconstruct:pick_head:0, Prometheum Pickaxe Head
tconstruct:pick_head:0, Duranite Pickaxe Head
tconstruct:pick_head:0, Valyrium Pickaxe Head
tconstruct:pick_head:0, Vibranium Pickaxe Head
tconstruct:pick_head:0, Terrax Pickaxe Head
tconstruct:pick_head:0, Palladium Pickaxe Head
tconstruct:pick_head:0, Uru Pickaxe Head
tconstruct:pick_head:0, Eezo Pickaxe Head
tconstruct:pick_head:0, Basalt Pickaxe Head
tconstruct:pick_head:0, Triberium Pickaxe Head
tconstruct:pick_head:0, Fractum Pickaxe Head
tconstruct:pick_head:0, Violium Pickaxe Head
tconstruct:pick_head:0, Proxii Pickaxe Head
tconstruct:pick_head:0, Tritonite Pickaxe Head
tconstruct:pick_head:0, Ignitz Pickaxe Head
tconstruct:pick_head:0, Imperomite Pickaxe Head
tconstruct:pick_head:0, Solarium Pickaxe Head
tconstruct:pick_head:0, Nihilite Pickaxe Head
tconstruct:pick_head:0, Adamant Pickaxe Head
tconstruct:pick_head:0, Dyonite Pickaxe Head
tconstruct:pick_head:0, Nucleum Pickaxe Head
tconstruct:pick_head:0, Lumix Pickaxe Head
tconstruct:pick_head:0, Seismum Pickaxe Head
tconstruct:pick_head:0, Astrium Pickaxe Head
tconstruct:pick_head:0, Niob Pickaxe Head
tconstruct:pick_head:0, Yrdeen Pickaxe Head
tconstruct:pick_head:0, Meteorite Pickaxe Head
tconstruct:pick_head:0, Obsidiorite Pickaxe Head
tconstruct:pick_head:0, Emerald Pickaxe Head
tconstruct:pick_head:0, Wyvern Pickaxe Head
tconstruct:pick_head:0, Awakened Pickaxe Head
tconstruct:pick_head:0, Chaotic Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:shovel_head:0, Electrical Shovel Head
tconstruct:shovel_head:0, Energetic Shovel Head
tconstruct:shovel_head:0, Vibrant Shovel Head
tconstruct:shovel_head:0, Red Shovel Head
tconstruct:shovel_head:0, Conductive Shovel Head
tconstruct:shovel_head:0, Pulsating Shovel Head
tconstruct:shovel_head:0, Dark Shovel Head
tconstruct:shovel_head:0, Souled Shovel Head
tconstruct:shovel_head:0, Shovel Head of the End
tconstruct:shovel_head:0, Fake-Iron Shovel Head
tconstruct:shovel_head:0, Wooden Shovel Head
tconstruct:shovel_head:0, Stone Shovel Head
tconstruct:shovel_head:0, Flint Shovel Head
tconstruct:shovel_head:0, Cactus Shovel Head
tconstruct:shovel_head:0, Bone Shovel Head
tconstruct:shovel_head:0, Obsidian Shovel Head
tconstruct:shovel_head:0, Prismarine Shovel Head
tconstruct:shovel_head:0, End Shovel Head
tconstruct:shovel_head:0, Paper Shovel Head
tconstruct:shovel_head:0, Sponge Shovel Head
tconstruct:shovel_head:0, Firewood Shovel Head
tconstruct:shovel_head:0, Iron Shovel Head
tconstruct:shovel_head:0, Pig Iron Shovel Head
tconstruct:shovel_head:0, Knightslime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Magma Slime Shovel Head
tconstruct:shovel_head:0, Netherrack Shovel Head
tconstruct:shovel_head:0, Cobalt Shovel Head
tconstruct:shovel_head:0, Ardite Shovel Head
tconstruct:shovel_head:0, Manyullyn Shovel Head
tconstruct:shovel_head:0, Copper Shovel Head
tconstruct:shovel_head:0, Bronze Shovel Head
tconstruct:shovel_head:0, Lead Shovel Head
tconstruct:shovel_head:0, Silver Shovel Head
tconstruct:shovel_head:0, Electrum Shovel Head
tconstruct:shovel_head:0, Steel Shovel Head
tconstruct:shovel_head:0, Treated Wood Shovel Head
tconstruct:shovel_head:0, Constantan Shovel Head
tconstruct:shovel_head:0, Alumite Shovel Head
tconstruct:shovel_head:0, Nickel Shovel Head
tconstruct:shovel_head:0, Invar Shovel Head
tconstruct:shovel_head:0, Iridium Shovel Head
tconstruct:shovel_head:0, Osmium Shovel Head
tconstruct:shovel_head:0, Refined Obsidian Shovel Head
tconstruct:shovel_head:0, Refined Glowstone Shovel Head
tconstruct:shovel_head:0, Osgloglas Shovel Head
tconstruct:shovel_head:0, Osmiridium Shovel Head
tconstruct:shovel_head:0, Lumium Shovel Head
tconstruct:shovel_head:0, Signalum Shovel Head
tconstruct:shovel_head:0, Platinum Shovel Head
tconstruct:shovel_head:0, Enderium Shovel Head
tconstruct:shovel_head:0, Psimetal Shovel Head
tconstruct:shovel_head:0, Psigem Shovel Head
tconstruct:shovel_head:0, Certus Quartz Shovel Head
tconstruct:shovel_head:0, Fluix Crystal Shovel Head
tconstruct:shovel_head:0, Tiberium Shovel Head
tconstruct:shovel_head:0, Aurorium Shovel Head
tconstruct:shovel_head:0, Prometheum Shovel Head
tconstruct:shovel_head:0, Duranite Shovel Head
tconstruct:shovel_head:0, Valyrium Shovel Head
tconstruct:shovel_head:0, Vibranium Shovel Head
tconstruct:shovel_head:0, Terrax Shovel Head
tconstruct:shovel_head:0, Palladium Shovel Head
tconstruct:shovel_head:0, Uru Shovel Head
tconstruct:shovel_head:0, Eezo Shovel Head
tconstruct:shovel_head:0, Basalt Shovel Head
tconstruct:shovel_head:0, Triberium Shovel Head
tconstruct:shovel_head:0, Fractum Shovel Head
tconstruct:shovel_head:0, Violium Shovel Head
tconstruct:shovel_head:0, Proxii Shovel Head
tconstruct:shovel_head:0, Tritonite Shovel Head
tconstruct:shovel_head:0, Ignitz Shovel Head
tconstruct:shovel_head:0, Imperomite Shovel Head
tconstruct:shovel_head:0, Solarium Shovel Head
tconstruct:shovel_head:0, Nihilite Shovel Head
tconstruct:shovel_head:0, Adamant Shovel Head
tconstruct:shovel_head:0, Dyonite Shovel Head
tconstruct:shovel_head:0, Nucleum Shovel Head
tconstruct:shovel_head:0, Lumix Shovel Head
tconstruct:shovel_head:0, Seismum Shovel Head
tconstruct:shovel_head:0, Astrium Shovel Head
tconstruct:shovel_head:0, Niob Shovel Head
tconstruct:shovel_head:0, Yrdeen Shovel Head
tconstruct:shovel_head:0, Meteorite Shovel Head
tconstruct:shovel_head:0, Obsidiorite Shovel Head
tconstruct:shovel_head:0, Emerald Shovel Head
tconstruct:shovel_head:0, Wyvern Shovel Head
tconstruct:shovel_head:0, Awakened Shovel Head
tconstruct:shovel_head:0, Chaotic Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:axe_head:0, Electrical Axe Head
tconstruct:axe_head:0, Energetic Axe Head
tconstruct:axe_head:0, Vibrant Axe Head
tconstruct:axe_head:0, Red Axe Head
tconstruct:axe_head:0, Conductive Axe Head
tconstruct:axe_head:0, Pulsating Axe Head
tconstruct:axe_head:0, Dark Axe Head
tconstruct:axe_head:0, Souled Axe Head
tconstruct:axe_head:0, Axe Head of the End
tconstruct:axe_head:0, Fake-Iron Axe Head
tconstruct:axe_head:0, Wooden Axe Head
tconstruct:axe_head:0, Stone Axe Head
tconstruct:axe_head:0, Flint Axe Head
